Time (ms),Accel_X (m/s^2),Accel_Y (m/s^2),Accel_Z (m/s^2),Temp (°C),Pressure (hPa)
222181,-8.43,-5.06,-4.82,21.53,1026.25
222303,-8.47,-5.06,-4.75,21.53,1026.25
222425,-8.43,-5.06,-4.71,21.53,1026.25
222547,-8.43,-5.06,-4.71,21.53,1026.25
222667,-8.47,-5.06,-4.79,21.53,1026.25
222789,-8.47,-5.06,-4.71,21.53,1026.25
222911,-8.47,-5.06,-4.79,21.53,1026.25
223033,-8.43,-5.06,-4.71,21.53,1026.26
223155,-8.47,-5.06,-4.71,21.53,1026.25
223277,-8.47,-5.06,-4.71,21.53,1026.25
223398,-8.43,-5.06,-4.71,21.53,1026.25
223519,-8.43,-5.06,-4.71,21.53,1026.25
223641,-8.51,-5.02,-4.79,21.53,1026.25
223763,-8.43,-5.06,-4.71,21.53,1026.25
223885,-8.47,-5.10,-4.75,21.53,1026.25
224006,-8.39,-5.06,-4.75,21.53,1026.25
224128,-8.47,-5.06,-4.75,21.53,1026.25
224250,-8.43,-5.06,-4.79,21.53,1026.25
224371,-8.47,-5.06,-4.79,21.53,1026.25
224493,-8.43,-5.06,-4.79,21.53,1026.25
224615,-8.43,-5.06,-4.71,21.53,1026.24
224736,-8.43,-5.10,-4.75,21.53,1026.24
224858,-8.47,-5.06,-4.75,21.53,1026.24
224980,-8.47,-5.06,-4.75,21.53,1026.24
225102,-8.47,-5.06,-4.67,21.53,1026.24
225223,-8.47,-5.02,-4.71,21.53,1026.24
225345,-8.43,-5.06,-4.75,21.53,1026.24
225466,-8.47,-5.02,-4.75,21.53,1026.23
225588,-8.43,-5.02,-4.75,21.53,1026.23
225710,-8.47,-5.06,-4.71,21.53,1026.23
225832,-8.47,-5.06,-4.75,21.53,1026.23
225954,-8.47,-5.02,-4.75,21.53,1026.23
226075,-8.43,-5.02,-4.71,21.53,1026.22
226196,-8.47,-5.02,-4.79,21.53,1026.23
226318,-8.43,-5.06,-4.75,21.53,1026.23
226440,-8.47,-5.06,-4.71,21.53,1026.23
226562,-8.47,-5.06,-4.79,21.54,1026.23
226684,-8.43,-5.10,-4.75,21.54,1026.23
226805,-8.47,-5.10,-4.71,21.54,1026.23
226926,-8.39,-5.06,-4.75,21.54,1026.24
227048,-8.43,-5.06,-4.75,21.54,1026.24
227170,-8.43,-5.06,-4.79,21.54,1026.24
227292,-8.47,-5.06,-4.67,21.54,1026.25
227414,-8.39,-5.10,-4.75,21.54,1026.25
227535,-8.47,-5.10,-4.75,21.54,1026.24
227656,-8.47,-5.10,-4.67,21.54,1026.24
227778,-8.43,-5.06,-4.79,21.53,1026.23
227900,-8.47,-5.06,-4.79,21.53,1026.23
228022,-8.43,-5.06,-4.79,21.53,1026.23
228144,-8.43,-5.06,-4.75,21.53,1026.23
228265,-8.43,-5.06,-4.79,21.53,1026.23
228387,-8.47,-5.06,-4.71,21.53,1026.24
228508,-8.39,-5.06,-4.75,21.53,1026.24
228630,-8.51,-5.06,-4.75,21.53,1026.24
228752,-8.43,-5.06,-4.71,21.53,1026.24
228874,-8.51,-5.06,-4.71,21.53,1026.25
228995,-8.47,-5.06,-4.75,21.53,1026.25
229117,-8.43,-5.06,-4.71,21.54,1026.26
229238,-8.43,-5.06,-4.75,21.53,1026.25
229360,-8.47,-5.06,-4.75,21.53,1026.24
229482,-8.43,-5.06,-4.75,21.53,1026.24
229604,-8.51,-5.06,-4.79,21.53,1026.23
229725,-8.47,-5.06,-4.79,21.53,1026.23
229847,-8.43,-5.10,-4.75,21.53,1026.22
229969,-8.39,-5.06,-4.75,21.53,1026.22
230090,-8.47,-5.06,-4.71,21.53,1026.22
230212,-8.47,-5.06,-4.71,21.53,1026.22
230334,-8.43,-5.06,-4.79,21.53,1026.22
230455,-8.47,-5.06,-4.75,21.53,1026.23
230577,-8.43,-5.10,-4.75,21.53,1026.23
230699,-8.47,-5.06,-4.67,21.53,1026.23
230821,-8.43,-5.06,-4.75,21.53,1026.23
230942,-8.39,-5.06,-4.71,21.53,1026.23
231064,-8.43,-5.06,-4.82,21.53,1026.23
231185,-8.43,-5.10,-4.71,21.53,1026.23
231307,-8.39,-5.06,-4.71,21.53,1026.23
231429,-8.47,-5.06,-4.79,21.53,1026.23
231551,-8.43,-5.02,-4.75,21.53,1026.23
231673,-8.47,-5.06,-4.71,21.53,1026.23
231793,-8.43,-5.06,-4.75,21.53,1026.23
231915,-8.47,-5.06,-4.71,21.53,1026.22
232037,-8.47,-5.06,-4.75,21.53,1026.22
232159,-8.43,-5.06,-4.75,21.53,1026.22
232281,-8.43,-5.06,-4.71,21.54,1026.22
232403,-8.47,-5.02,-4.75,21.54,1026.22
232523,-8.43,-5.10,-4.71,21.54,1026.22
232645,-8.43,-5.06,-4.75,21.54,1026.22
232767,-8.43,-5.06,-4.75,21.54,1026.22
232889,-8.47,-5.06,-4.75,21.53,1026.23
233011,-8.47,-5.06,-4.75,21.53,1026.23
233133,-8.43,-5.06,-4.75,21.53,1026.23
233254,-8.47,-5.06,-4.75,21.53,1026.23
233375,-8.47,-5.06,-4.79,21.53,1026.23
233497,-8.39,-5.10,-4.71,21.53,1026.23
233619,-8.43,-5.06,-4.75,21.53,1026.23
233741,-8.47,-5.06,-4.75,21.53,1026.23
233863,-8.43,-5.06,-4.67,21.53,1026.23
233984,-8.43,-5.06,-4.79,21.53,1026.23
234106,-8.43,-5.06,-4.75,21.53,1026.23
234227,-8.47,-5.02,-4.75,21.53,1026.23
234349,-8.43,-5.06,-4.75,21.53,1026.23
234471,-8.47,-5.06,-4.75,21.53,1026.22
234593,-8.39,-5.06,-4.75,21.54,1026.23
234714,-8.43,-5.06,-4.75,21.54,1026.23
234836,-8.43,-5.06,-4.82,21.54,1026.22
234958,-8.47,-5.02,-4.79,21.54,1026.22
235079,-8.47,-5.06,-4.67,21.54,1026.22
235201,-8.43,-5.06,-4.79,21.54,1026.22
235322,-8.47,-5.06,-4.71,21.54,1026.22
235444,-8.43,-5.06,-4.79,21.54,1026.22
235566,-8.43,-5.06,-4.79,21.54,1026.22
235688,-8.43,-5.06,-4.79,21.54,1026.23
235810,-8.43,-5.10,-4.75,21.54,1026.23
235931,-8.43,-5.06,-4.79,21.54,1026.23
236052,-8.47,-5.06,-4.75,21.54,1026.22
236174,-8.39,-5.06,-4.79,21.54,1026.23
236296,-8.43,-5.06,-4.79,21.54,1026.23
236418,-8.47,-5.06,-4.79,21.54,1026.23
236540,-8.47,-5.06,-4.71,21.54,1026.23
236661,-8.43,-5.06,-4.75,21.54,1026.23
236782,-8.47,-5.06,-4.79,21.54,1026.23
236904,-8.47,-5.02,-4.71,21.54,1026.23
237026,-8.47,-5.02,-4.71,21.54,1026.23
237148,-8.47,-5.06,-4.71,21.54,1026.23
237270,-8.47,-5.06,-4.79,21.54,1026.24
237392,-8.47,-5.02,-4.79,21.54,1026.24
237512,-8.47,-5.02,-4.79,21.54,1026.23
237634,-8.47,-5.02,-4.79,21.54,1026.24
237756,-8.47,-5.02,-4.75,21.54,1026.24
237878,-8.47,-5.06,-4.79,21.54,1026.24
238000,-8.43,-5.02,-4.75,21.54,1026.23
238122,-8.43,-5.06,-4.75,21.54,1026.23
238243,-8.47,-5.02,-4.79,21.54,1026.23
238364,-8.47,-5.02,-4.75,21.54,1026.23
238486,-8.47,-5.06,-4.79,21.54,1026.23
238608,-8.47,-5.06,-4.75,21.54,1026.23
238730,-8.47,-5.06,-4.75,21.54,1026.23
238852,-8.47,-5.06,-4.79,21.54,1026.23
238973,-8.43,-5.06,-4.75,21.54,1026.23
239094,-8.51,-5.06,-4.75,21.54,1026.23
239216,-8.47,-5.06,-4.79,21.54,1026.23
239338,-8.47,-5.02,-4.82,21.54,1026.23
239460,-8.55,-5.02,-4.79,21.54,1026.23
239581,-8.47,-5.06,-4.79,21.54,1026.23
239703,-8.43,-5.02,-4.75,21.54,1026.22
239825,-8.39,-5.06,-4.75,21.54,1026.22
239946,-8.51,-5.06,-4.75,21.54,1026.22
240068,-8.47,-5.02,-4.75,21.54,1026.22
240190,-8.51,-5.02,-4.79,21.54,1026.22
240311,-8.47,-5.02,-4.79,21.54,1026.22
240433,-8.47,-5.02,-4.75,21.54,1026.22
240555,-8.47,-5.02,-4.71,21.54,1026.22
240677,-8.47,-5.02,-4.79,21.54,1026.22
240798,-8.51,-5.02,-4.79,21.54,1026.22
240920,-8.55,-5.02,-4.75,21.54,1026.21
241041,-8.47,-5.02,-4.79,21.54,1026.22
241163,-8.47,-5.02,-4.79,21.54,1026.21
241285,-8.47,-5.02,-4.79,21.54,1026.21
241407,-8.51,-5.02,-4.82,21.54,1026.21
241529,-8.51,-5.02,-4.79,21.54,1026.21
241650,-8.47,-4.98,-4.75,21.54,1026.21
241771,-8.47,-5.02,-4.79,21.54,1026.22
241893,-8.43,-5.06,-4.79,21.54,1026.23
242015,-8.51,-5.02,-4.79,21.54,1026.23
242137,-8.43,-5.02,-4.79,21.54,1026.23
242259,-8.47,-5.02,-4.79,21.54,1026.23
242381,-8.47,-5.06,-4.79,21.54,1026.23
242501,-8.51,-5.02,-4.79,21.54,1026.23
242623,-8.51,-5.02,-4.79,21.54,1026.23
242745,-8.47,-5.02,-4.75,21.54,1026.22
242867,-8.43,-5.02,-4.82,21.54,1026.22
242989,-8.51,-5.02,-4.75,21.54,1026.22
243110,-8.47,-5.02,-4.75,21.54,1026.22
243231,-8.43,-5.02,-4.75,21.54,1026.22
243353,-8.51,-5.02,-4.75,21.54,1026.22
243475,-8.47,-5.06,-4.79,21.54,1026.22
243597,-8.36,-5.06,-4.71,21.54,1026.22
243719,-8.51,-5.02,-4.75,21.54,1026.23
243840,-8.47,-5.02,-4.75,21.54,1026.23
243962,-8.47,-5.02,-4.75,21.54,1026.23
244083,-8.47,-5.02,-4.75,21.54,1026.23
244205,-8.43,-5.02,-4.79,21.54,1026.23
244327,-8.47,-5.02,-4.75,21.54,1026.23
244449,-8.51,-5.02,-4.79,21.54,1026.23
244570,-8.47,-5.02,-4.82,21.54,1026.22
244692,-8.47,-5.02,-4.75,21.54,1026.22
244814,-8.47,-5.02,-4.71,21.54,1026.22
244935,-8.55,-5.02,-4.79,21.54,1026.22
245057,-8.47,-5.06,-4.82,21.54,1026.23
245179,-8.43,-5.02,-4.79,21.54,1026.23
245300,-8.47,-5.06,-4.79,21.54,1026.23
245422,-8.47,-5.06,-4.79,21.54,1026.24
245544,-8.51,-5.06,-4.75,21.54,1026.24
245666,-8.43,-5.02,-4.79,21.54,1026.24
245787,-8.43,-5.02,-4.71,21.54,1026.24
245909,-8.47,-5.02,-4.71,21.54,1026.24
246030,-8.51,-5.02,-4.79,21.54,1026.24
246152,-8.43,-5.02,-4.79,21.54,1026.24
246274,-8.47,-5.02,-4.75,21.54,1026.23
246396,-8.51,-5.02,-4.75,21.54,1026.23
246517,-8.43,-5.06,-4.82,21.54,1026.23
246639,-8.47,-5.02,-4.75,21.54,1026.23
246760,-8.47,-5.02,-4.82,21.54,1026.23
246882,-8.43,-5.06,-4.71,21.54,1026.22
247004,-8.43,-5.02,-4.79,21.54,1026.22
247126,-8.51,-5.02,-4.79,21.54,1026.22
247248,-8.47,-5.02,-4.75,21.54,1026.22
247368,-8.43,-5.02,-4.75,21.54,1026.22
247490,-8.43,-5.02,-4.71,21.54,1026.22
247612,-8.51,-5.06,-4.79,21.54,1026.22
247734,-8.51,-5.02,-4.75,21.54,1026.22
247856,-8.51,-5.02,-4.67,21.54,1026.22
247978,-8.43,-5.02,-4.79,21.54,1026.22
248099,-8.43,-5.02,-4.79,21.54,1026.23
248220,-8.47,-5.02,-4.79,21.54,1026.22
248342,-8.51,-5.02,-4.82,21.54,1026.22
248464,-8.47,-5.02,-4.75,21.54,1026.22
248586,-8.43,-5.02,-4.82,21.54,1026.21
248708,-8.47,-5.02,-4.75,21.54,1026.21
248829,-8.47,-5.02,-4.79,21.54,1026.21
248950,-8.47,-5.02,-4.71,21.54,1026.21
249072,-8.43,-5.06,-4.79,21.54,1026.21
249194,-8.47,-5.02,-4.75,21.54,1026.21
249316,-8.47,-5.02,-4.75,21.54,1026.21
249438,-8.47,-5.02,-4.79,21.54,1026.20
249559,-8.47,-5.02,-4.75,21.54,1026.21
249681,-8.51,-4.98,-4.79,21.54,1026.21
249802,-8.51,-5.02,-4.79,21.54,1026.21
249924,-8.51,-5.02,-4.79,21.54,1026.21
250046,-8.43,-5.06,-4.82,21.54,1026.21
250168,-8.47,-5.02,-4.79,21.54,1026.21
250289,-8.47,-5.02,-4.67,21.54,1026.21
250411,-8.47,-5.02,-4.79,21.54,1026.21
250533,-8.47,-5.02,-4.82,21.54,1026.21
250654,-8.51,-5.02,-4.75,21.54,1026.21
250776,-8.47,-5.02,-4.79,21.54,1026.21
250897,-8.47,-5.02,-4.75,21.55,1026.22
251019,-8.47,-5.06,-4.86,21.54,1026.21
251141,-8.51,-5.02,-4.79,21.55,1026.22
251263,-8.47,-5.06,-4.79,21.55,1026.22
251385,-8.39,-5.02,-4.79,21.55,1026.22
251506,-8.51,-5.02,-4.71,21.54,1026.22
251627,-8.47,-5.02,-4.75,21.55,1026.22
251749,-8.43,-5.02,-4.82,21.55,1026.22
251871,-8.43,-5.02,-4.82,21.55,1026.23
251993,-8.47,-5.02,-4.79,21.55,1026.22
252115,-8.51,-5.02,-4.79,21.55,1026.22
252237,-8.47,-5.02,-4.79,21.55,1026.22
252357,-8.47,-5.02,-4.75,21.55,1026.22
252479,-8.43,-5.06,-4.79,21.55,1026.22
252601,-8.47,-5.02,-4.82,21.55,1026.22
252723,-8.51,-5.02,-4.75,21.55,1026.22
252845,-8.43,-5.02,-4.75,21.55,1026.22
252967,-8.47,-5.06,-4.86,21.55,1026.22
253087,-8.47,-5.02,-4.79,21.54,1026.22
253209,-8.47,-5.02,-4.75,21.54,1026.22
253331,-8.51,-5.02,-4.79,21.55,1026.22
253453,-8.47,-5.02,-4.79,21.54,1026.22
253575,-8.47,-5.02,-4.79,21.54,1026.22
253697,-8.51,-5.02,-4.79,21.54,1026.23
253818,-8.47,-5.02,-4.75,21.54,1026.23
253939,-8.47,-5.06,-4.75,21.54,1026.23
254061,-8.47,-5.02,-4.75,21.54,1026.23
254183,-8.47,-5.02,-4.79,21.54,1026.23
254305,-8.43,-5.02,-4.82,21.54,1026.23
254427,-8.47,-5.02,-4.79,21.54,1026.23
254548,-8.47,-5.02,-4.75,21.54,1026.23
254670,-8.47,-5.02,-4.75,21.54,1026.23
254791,-8.51,-5.02,-4.82,21.54,1026.23
254913,-8.47,-5.02,-4.79,21.54,1026.22
255035,-8.51,-5.02,-4.79,21.54,1026.22
255156,-8.47,-5.02,-4.75,21.54,1026.22
255278,-8.47,-5.02,-4.67,21.54,1026.22
255400,-8.47,-5.06,-4.79,21.54,1026.22
255522,-8.47,-5.02,-4.79,21.54,1026.22
255643,-8.47,-5.02,-4.71,21.54,1026.22
255765,-8.43,-5.02,-4.82,21.54,1026.22
255886,-8.51,-4.98,-4.71,21.54,1026.22
256008,-8.43,-5.02,-4.75,21.54,1026.22
256130,-8.47,-5.02,-4.82,21.54,1026.22
256252,-8.47,-5.02,-4.79,21.54,1026.22
256373,-8.43,-5.02,-4.82,21.54,1026.22
256495,-8.47,-5.02,-4.79,21.54,1026.22
256616,-8.47,-5.02,-4.79,21.54,1026.22
256738,-8.47,-5.02,-4.79,21.54,1026.22
256860,-8.47,-5.02,-4.79,21.54,1026.22
256982,-8.43,-5.02,-4.82,21.54,1026.22
257104,-8.47,-5.06,-4.75,21.54,1026.22
257225,-8.47,-5.02,-4.79,21.54,1026.22
257346,-8.51,-5.02,-4.82,21.54,1026.22
257468,-8.39,-5.02,-4.71,21.54,1026.21
257590,-8.43,-5.02,-4.79,21.54,1026.21
257712,-8.47,-5.02,-4.82,21.54,1026.21
257834,-8.47,-5.02,-4.75,21.54,1026.21
257956,-8.47,-5.02,-4.79,21.54,1026.21
258076,-8.47,-5.02,-4.79,21.54,1026.22
258198,-8.47,-5.06,-4.79,21.54,1026.22
258320,-8.43,-5.06,-4.75,21.54,1026.22
258442,-8.47,-5.02,-4.79,21.54,1026.21
258564,-8.47,-5.02,-4.75,21.54,1026.21
258685,-8.51,-5.02,-4.79,21.55,1026.21
258806,-8.47,-5.02,-4.79,21.55,1026.21
258928,-8.47,-5.02,-4.79,21.55,1026.21
259050,-8.47,-5.02,-4.71,21.55,1026.21
259172,-8.47,-5.02,-4.79,21.55,1026.21
259294,-8.51,-5.02,-4.79,21.55,1026.21
259415,-8.47,-5.06,-4.79,21.55,1026.21
259537,-8.47,-5.02,-4.79,21.55,1026.21
259658,-8.51,-5.02,-4.86,21.55,1026.21
259780,-8.47,-5.02,-4.86,21.55,1026.21
259902,-8.51,-4.98,-4.82,21.55,1026.21
260024,-8.47,-5.02,-4.71,21.55,1026.21
260145,-8.47,-5.02,-4.82,21.55,1026.21
260267,-8.47,-4.98,-4.79,21.55,1026.21
260389,-8.47,-5.02,-4.79,21.54,1026.21
260510,-8.43,-5.02,-4.86,21.55,1026.21
260632,-8.47,-5.02,-4.86,21.54,1026.21
260754,-8.47,-5.02,-4.71,21.54,1026.20
260875,-8.51,-4.98,-4.82,21.54,1026.20
260997,-8.51,-4.98,-4.79,21.55,1026.21
261119,-8.51,-4.98,-4.82,21.55,1026.21
261241,-8.47,-4.94,-4.79,21.55,1026.21
261362,-8.51,-4.98,-4.79,21.55,1026.21
261484,-8.47,-4.98,-4.79,21.55,1026.21
261605,-8.51,-4.98,-4.82,21.55,1026.21
261727,-8.51,-4.98,-4.86,21.55,1026.21
261849,-8.51,-4.98,-4.79,21.55,1026.21
261971,-8.47,-5.02,-4.79,21.55,1026.21
262093,-8.47,-4.98,-4.86,21.55,1026.21
262214,-8.47,-5.02,-4.75,21.55,1026.21
262335,-8.47,-4.98,-4.79,21.55,1026.21
262457,-8.51,-4.98,-4.82,21.55,1026.21
262579,-8.51,-5.02,-4.86,21.55,1026.21
262701,-8.47,-5.02,-4.82,21.55,1026.21
262823,-8.47,-4.98,-4.82,21.55,1026.21
262943,-8.47,-4.94,-4.86,21.55,1026.21
263065,-8.43,-5.02,-4.75,21.55,1026.21
263187,-8.47,-4.98,-4.79,21.54,1026.21
263309,-8.51,-4.98,-4.79,21.54,1026.21
263431,-8.47,-4.94,-4.82,21.54,1026.20
263553,-8.47,-4.98,-4.82,21.54,1026.21
263674,-8.47,-4.98,-4.75,21.55,1026.21
263795,-8.47,-4.98,-4.75,21.55,1026.21
263917,-8.47,-4.98,-4.82,21.55,1026.21
264039,-8.51,-4.98,-4.79,21.55,1026.21
264161,-8.51,-4.98,-4.79,21.55,1026.20
264283,-8.47,-4.98,-4.79,21.55,1026.20
264404,-8.47,-5.02,-4.82,21.55,1026.20
264526,-8.51,-4.98,-4.82,21.55,1026.20
264647,-8.51,-4.98,-4.86,21.55,1026.20
264769,-8.47,-5.02,-4.82,21.55,1026.20
264891,-8.47,-4.98,-4.79,21.55,1026.20
265013,-8.51,-4.98,-4.79,21.55,1026.21
265134,-8.47,-5.02,-4.82,21.55,1026.21
265256,-8.51,-4.98,-4.82,21.55,1026.21
265378,-8.47,-5.02,-4.86,21.55,1026.21
265499,-8.47,-4.98,-4.79,21.55,1026.21
265621,-8.47,-5.02,-4.82,21.55,1026.21
265743,-8.51,-4.98,-4.82,21.55,1026.21
265864,-8.51,-4.98,-4.86,21.55,1026.21
265986,-8.43,-4.98,-4.82,21.55,1026.21
266108,-8.51,-4.98,-4.79,21.55,1026.21
266229,-8.51,-4.98,-4.75,21.55,1026.21
266351,-8.47,-4.98,-4.75,21.55,1026.21
266472,-8.43,-4.98,-4.75,21.55,1026.21
266594,-8.47,-4.98,-4.86,21.55,1026.22
266716,-8.47,-4.98,-4.82,21.55,1026.22
266838,-8.51,-4.98,-4.82,21.55,1026.22
266960,-8.47,-4.98,-4.82,21.55,1026.22
267081,-8.47,-5.02,-4.79,21.55,1026.22
267202,-8.47,-4.98,-4.82,21.55,1026.22
267324,-8.43,-4.98,-4.82,21.55,1026.21
267446,-8.51,-4.94,-4.79,21.55,1026.21
267568,-8.47,-4.98,-4.79,21.55,1026.21
267690,-8.47,-4.98,-4.82,21.55,1026.21
267812,-8.47,-4.98,-4.82,21.55,1026.21
267932,-8.47,-5.02,-4.82,21.55,1026.21
268054,-8.51,-5.02,-4.82,21.55,1026.21
268176,-8.47,-4.98,-4.79,21.55,1026.21
268298,-8.51,-4.98,-4.79,21.55,1026.21
268420,-8.47,-5.02,-4.75,21.55,1026.21
268542,-8.47,-4.98,-4.79,21.55,1026.21
268662,-8.47,-5.02,-4.86,21.55,1026.21
268784,-8.51,-5.02,-4.82,21.55,1026.21
268906,-8.47,-5.02,-4.79,21.55,1026.20
269028,-8.47,-4.98,-4.79,21.55,1026.20
269150,-8.47,-4.98,-4.71,21.55,1026.20
269272,-8.39,-4.98,-4.79,21.55,1026.20
269393,-8.51,-5.02,-4.82,21.55,1026.20
269514,-8.51,-4.98,-4.82,21.55,1026.20
269636,-8.47,-5.02,-4.82,21.55,1026.20
269758,-8.47,-4.98,-4.79,21.55,1026.21
269880,-8.47,-5.02,-4.86,21.55,1026.21
270002,-8.47,-5.02,-4.79,21.55,1026.20
270123,-8.47,-5.02,-4.86,21.55,1026.21
270245,-8.51,-5.02,-4.86,21.55,1026.21
270366,-8.47,-4.98,-4.71,21.55,1026.21
270488,-8.51,-4.94,-4.79,21.55,1026.20
270610,-8.43,-4.98,-4.82,21.55,1026.20
270731,-8.47,-4.98,-4.82,21.55,1026.20
270853,-8.43,-5.02,-4.79,21.55,1026.21
270975,-8.47,-5.02,-4.82,21.55,1026.21
271097,-8.47,-4.98,-4.82,21.55,1026.21
271218,-8.47,-4.98,-4.82,21.55,1026.21
271340,-8.51,-4.98,-4.82,21.55,1026.20
271461,-8.47,-5.02,-4.82,21.55,1026.20
271583,-8.47,-5.02,-4.79,21.55,1026.20
271705,-8.43,-5.02,-4.82,21.55,1026.19
271827,-8.43,-5.02,-4.79,21.55,1026.19
271949,-8.43,-5.02,-4.82,21.55,1026.19
272070,-8.43,-5.02,-4.82,21.55,1026.19
272191,-8.47,-5.02,-4.82,21.55,1026.18
272313,-8.43,-5.02,-4.82,21.55,1026.19
272435,-8.43,-5.02,-4.86,21.55,1026.19
272557,-8.51,-5.02,-4.82,21.55,1026.19
272679,-8.43,-5.02,-4.86,21.55,1026.19
272800,-8.43,-5.02,-4.79,21.55,1026.19
272921,-8.47,-5.02,-4.75,21.55,1026.19
273043,-8.51,-5.02,-4.82,21.55,1026.19
273165,-8.43,-5.02,-4.82,21.55,1026.20
273287,-8.51,-4.98,-4.82,21.55,1026.20
273409,-8.51,-4.98,-4.82,21.55,1026.20
273531,-8.47,-4.98,-4.82,21.55,1026.20
273651,-8.47,-5.02,-4.75,21.55,1026.20
273773,-8.51,-5.02,-4.75,21.55,1026.20
273895,-8.43,-4.98,-4.79,21.55,1026.20
274017,-8.47,-5.02,-4.79,21.55,1026.20
274139,-8.47,-5.02,-4.79,21.55,1026.20
274260,-8.43,-5.02,-4.82,21.55,1026.20
274382,-8.47,-4.98,-4.82,21.55,1026.20
274503,-8.51,-5.02,-4.79,21.55,1026.20
274625,-8.47,-5.02,-4.86,21.55,1026.20
274747,-8.43,-5.06,-4.79,21.55,1026.19
274869,-8.43,-5.02,-4.82,21.55,1026.19
274990,-8.43,-5.02,-4.79,21.55,1026.19
275112,-8.47,-5.06,-4.71,21.55,1026.19
275234,-8.43,-5.02,-4.82,21.55,1026.19
275355,-8.47,-5.02,-4.79,21.55,1026.19
275477,-8.51,-4.98,-4.75,21.55,1026.19
275599,-8.47,-5.02,-4.82,21.55,1026.19
275720,-8.47,-5.02,-4.82,21.55,1026.19
275842,-8.47,-5.02,-4.79,21.55,1026.19
275964,-8.47,-5.02,-4.79,21.55,1026.20
276085,-8.47,-4.98,-4.82,21.55,1026.20
276207,-8.51,-5.02,-4.79,21.55,1026.20
276329,-8.47,-5.02,-4.79,21.55,1026.20
276450,-8.43,-5.02,-4.82,21.55,1026.20
276572,-8.47,-5.02,-4.79,21.55,1026.20
276694,-8.47,-5.02,-4.79,21.55,1026.20
276816,-8.51,-5.02,-4.75,21.55,1026.20
276937,-8.51,-5.02,-4.82,21.56,1026.20
277059,-8.47,-5.02,-4.75,21.56,1026.20
277180,-8.43,-5.02,-4.79,21.56,1026.20
277302,-8.39,-5.02,-4.82,21.55,1026.20
277424,-8.47,-5.02,-4.86,21.56,1026.20
277546,-8.51,-5.02,-4.79,21.56,1026.20
277668,-8.47,-5.02,-4.82,21.56,1026.20
277789,-8.51,-5.02,-4.79,21.56,1026.20
277910,-8.47,-5.02,-4.75,21.56,1026.20
278032,-8.47,-5.02,-4.79,21.56,1026.20
278154,-8.47,-5.02,-4.79,21.56,1026.20
278276,-8.51,-5.02,-4.79,21.56,1026.20
278398,-8.47,-5.02,-4.79,21.56,1026.20
278518,-8.47,-5.02,-4.79,21.56,1026.20
278640,-8.47,-5.02,-4.79,21.56,1026.20
278762,-8.43,-5.02,-4.82,21.56,1026.20
278884,-8.47,-5.02,-4.79,21.56,1026.20
279006,-8.51,-5.02,-4.79,21.56,1026.20
279128,-8.47,-5.02,-4.79,21.56,1026.20
279249,-8.51,-5.02,-4.79,21.56,1026.20
279370,-8.51,-5.02,-4.79,21.56,1026.20
279492,-8.47,-5.02,-4.79,21.56,1026.21
279614,-8.47,-4.98,-4.79,21.56,1026.21
279736,-8.51,-5.02,-4.82,21.56,1026.21
279858,-8.51,-4.98,-4.75,21.56,1026.21
279979,-8.47,-5.02,-4.86,21.56,1026.22
280101,-8.47,-5.02,-4.82,21.56,1026.21
280222,-8.47,-5.02,-4.82,21.56,1026.21
280344,-8.43,-4.98,-4.86,21.56,1026.21
280466,-8.51,-5.02,-4.82,21.56,1026.22
280588,-8.43,-5.02,-4.75,21.56,1026.22
280709,-8.51,-5.02,-4.79,21.56,1026.21
280831,-8.43,-5.02,-4.79,21.56,1026.21
280953,-8.47,-5.02,-4.79,21.56,1026.21
281074,-8.47,-5.02,-4.82,21.56,1026.21
281196,-8.51,-5.02,-4.75,21.56,1026.21
281318,-8.47,-5.02,-4.75,21.56,1026.21
281439,-8.47,-4.98,-4.79,21.56,1026.21
281561,-8.51,-5.02,-4.82,21.56,1026.21
281683,-8.47,-4.98,-4.79,21.56,1026.21
281805,-8.51,-4.98,-4.79,21.56,1026.21
281926,-8.47,-5.02,-4.79,21.56,1026.21
282047,-8.47,-5.02,-4.82,21.56,1026.21
282169,-8.51,-5.02,-4.79,21.56,1026.21
282291,-8.47,-4.98,-4.82,21.56,1026.21
282413,-8.47,-4.98,-4.75,21.56,1026.21
282535,-8.47,-4.98,-4.79,21.56,1026.21
282656,-8.47,-4.98,-4.79,21.56,1026.21
282777,-8.51,-4.98,-4.82,21.56,1026.21
282899,-8.51,-5.02,-4.79,21.56,1026.21
283021,-8.51,-5.02,-4.82,21.56,1026.21
283143,-8.43,-5.02,-4.79,21.56,1026.21
283265,-8.47,-5.02,-4.75,21.56,1026.21
283387,-8.47,-5.02,-4.82,21.56,1026.21
283507,-8.51,-5.02,-4.75,21.56,1026.21
283629,-8.51,-5.02,-4.79,21.56,1026.21
283751,-8.43,-5.02,-4.86,21.56,1026.21
283873,-8.47,-5.02,-4.82,21.56,1026.21
283995,-8.51,-5.02,-4.75,21.56,1026.22
284117,-8.47,-5.02,-4.79,21.56,1026.21
284238,-8.47,-4.98,-4.82,21.56,1026.21
284359,-8.47,-5.02,-4.79,21.56,1026.21
284481,-8.51,-5.02,-4.82,21.56,1026.21
284603,-8.47,-5.02,-4.82,21.56,1026.21
284725,-8.47,-5.02,-4.82,21.56,1026.20
284847,-8.51,-5.06,-4.79,21.56,1026.20
